Rotation ID,Schools,Sites,Program,Experience,Student Count,Student Slots,Students,Start Date,End Date,Shift Start,Shift End,Total Hours per Person,Days of the Week,Faculty Name,Preceptor Name,Rotation Type,Course,Unit,Status,Cleaned Status,Year,Cohort,School_Cleaned,School Avg Hour per Person
405500,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,8,8,"11278, 11279, 11280, 11281, 11282, 11283, 11284, 11285",9/20/23,12/6/23,7:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,Cardiac Telemetry - 2400,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405502,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,6,8,"11286, 11287, 11288, 11289, 11290, 11291",9/20/23,12/6/23,7:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,3G: Neurosciences,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405503,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,8,8,"11292, 11293, 11294, 11295, 11296, 11297, 11286, 11287",9/20/23,12/6/23,7:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,6G: Medical,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405506,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,8,8,"11298, 11299, 11300, 11301, 11302, 11303, 11288, 11289",9/20/23,12/6/23,7:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,527 MN - Foundation of Nursing Practice,9E: Neuroscience,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405507,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,8,8,"11304, 11305, 11306, 11307, 11308, 11309, 11290, 11291",9/20/23,12/6/23,7:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,21: General Surgery,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405509,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,7,8,"11310, 11311, 11312, 11313, 11314, 11315, 11316",9/20/23,12/6/23,7:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,3S GI surgery,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405511,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,5,8,"11317, 11318, 11319, 11320, 11321",9/20/23,12/6/23,7:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,5W internal medicine,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405516,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,7,8,"11322, 11323, 11324, 11325, 11326, 11327, 11328",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,Cardiac Telemetry - 2400,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405517,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,8,8,"11329, 11330, 11331, 11332, 11333, 11334, 11335, 11336",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,"ID Missing, ID Missing",No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,Surgical Oncology - 4200,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405518,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,7,8,"11337, 11338, 11339, 11340, 11341, 11342, 11343",9/22/23,12/8/23,7:00:00,23:59:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,Stroke Telemetry - 4400,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405521,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,8,8,"11344, 11345, 11346, 11347, 11348, 11349, 11350, 11351",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,6T: Transplant,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405522,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,8,8,"11352, 11353, 11354, 11355, 11356, 11357, 11358, 11359",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,21: General Surgery,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405523,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,8,8,"11360, 11361, 11362, 11363, 11364, 11365, 11366, 11367",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,"2004, ID Missing",No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,41: Med Cardiology,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405525,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Cohort Rotation,6,8,"11368, 11369, 11370, 11371, 11372, 11373",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,6W oncology/hospice,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405526,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,7,8,"11374, 11375, 11376, 11377, 11378, 11379, 11380",9/23/23,12/9/23,7:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,5W internal medicine,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405527,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,6,8,"11381, 11382, 11383, 11378, 11379, 11351",9/23/23,12/9/23,7:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,9T: Bone Marrow Transplant,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405528,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,7,8,"11384, 11385, 11386, 11387, 11381, 11382, 11383",9/23/23,12/9/23,7:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,41: Med Cardiology,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405555,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,6,8,"11388, 11389, 11390, 11391, 11392, 11393",9/21/23,12/7/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,Cardiac Telemetry - 2400,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405557,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,7,8,"11394, 11395, 11396, 11397, 11398, 11399, 11400",9/21/23,12/7/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,Surgical Oncology - 4200,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405560,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,6,8,"11401, 11402, 11403, 11404, 11405, 11406",9/21/23,12/7/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,Stroke Telemetry - 4400,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405562,Emory University - SON Pre-licensure,Emory University Orthopaedics And Spine Hospital,Nursing,Cohort Rotation,6,8,"11407, 11408, 11409, 11410, 11411, 11412",9/21/23,12/7/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Perinatal - OB,527 MN - Foundation of Nursing Practice,2-4 floors: Orthopaedics,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405563,Emory University - SON Pre-licensure,Emory Hillandale Hospital,Nursing,Cohort Rotation,6,8,"11413, 11414, 11415, 11416, 11417, 11418",9/21/23,12/7/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,3rd floor - med surg,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405565,Emory University - SON Pre-licensure,Emory Hillandale Hospital,Nursing,Cohort Rotation,5,8,"11419, 11420, 11421, 11422, 11423",9/21/23,12/7/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,4th floor - telemetry,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405567,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,8,8,"11424, 11425, 11426, 11427, 11428, 11429, 11430, 11431",9/21/23,12/7/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,6T: Transplant,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405569,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,8,8,"11432, 11433, 11434, 11435, 11436, 11437, 11438, 11439",9/21/23,12/7/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,31: Ortho/Neuro,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405570,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,6,8,"11440, 11441, 11442, 11443, 11444, 11445",9/21/23,12/7/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,4E neurovascular,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405573,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Cohort Rotation,5,8,"11446, 11447, 11448, 11449, 11450",9/21/23,12/7/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,6W oncology/hospice,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405605,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,8,8,"11451, 11452, 11453, 11454, 11455, 11456, 11457, 11458",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,Inpatient Rehab - 3600,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405625,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"11459, 11460, 11461, 11462, 11463, 11464, 11465, 11466",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,4E neurovascular,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405637,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,8,8,"11467, 11468, 11469, 11470, 11471, 11472, 11473, 11474",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,6G: Medical,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405642,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,8,8,"11475, 11476, 11477, 11478, 11479, 11480, 11481, 11482",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,9E: Neuroscience,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405643,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,8,8,"11483, 11484, 11485, 11486, 11487, 11488, 11489, 11490",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,"ID Missing, ID Missing",No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,31: Ortho/Neuro,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405645,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,8,8,"11491, 11492, 11493, 11494, 11495, 11496, 11497, 11498",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,"ID Missing, ID Missing",No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,51: Med-Surg,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405646,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"11499, 11500, 11501, 11502, 11503, 11504, 11505, 11506",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,6E internal medicine,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
405647,Emory University - SON Pre-licensure,Emory Hillandale Hospital,Nursing,Cohort Rotation,8,8,"11507, 11508, 11509, 11510, 11511, 11512, 11513, 11514",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,5th floor - med surg,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
407287,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Cohort Rotation,6,8,"11515, 11516, 11517, 11518, 11519, 11520",4/28/24,5/18/24,7:00:00,19:00:00,96,,"ID Missing, ID Missing, ID Missing",No Preceptor Assigned,MedSurg - Acute Care,NRSG 356D - Acute and Chronic I Care Clinical Practicum Adult and Geriatric Populations,3rd floor: med-surg,Archived (Completed),Completed,2024,Spring 2024,Emory University,60.77
407303,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Cohort Rotation,6,96,"11154, 11521, 11522, 11523, 11524, 11525",4/28/24,5/18/24,7:00:00,19:00:00,96,,"ID Missing, ID Missing",No Preceptor Assigned,MedSurg - Acute Care,NRSG 356D - Acute and Chronic I Care Clinical Practicum Adult and Geriatric Populations,6N: medical cardiology,Archived (Completed),Completed,2024,Spring 2024,Emory University,60.77
407304,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,6,8,"11526, 11527, 11528, 11529, 11530, 11531",4/28/24,5/18/24,0:00:00,23:59:00,96,,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NRSG 356D - Acute and Chronic I Care Clinical Practicum Adult and Geriatric Populations,7T: Surgical,Archived (Completed),Completed,2024,Spring 2024,Emory University,60.77
407307,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,5,5,"11532, 11533, 11534, 11535, 11536",4/28/24,5/18/24,7:00:00,19:00:00,96,,"ID Missing, ID Missing, ID Missing, ID Missing",No Preceptor Assigned,MedSurg - Acute Care,NRSG 356D - Acute and Chronic I Care Clinical Practicum Adult and Geriatric Populations,72: Med/Surg,Archived (Completed),Completed,2024,Spring 2024,Emory University,60.77
410869,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,6,8,"11537, 11538, 11539, 11540, 11541, 11542",1/24/24,4/24/24,7:00:00,16:00:00,95,Wed,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NUR 317 - Adult Health,6W pulmonary thoracic,Archived (Completed),Completed,2024,Spring 2024,Mercer University,65.3
413580,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,8,8,"11551, 11552, 11553, 11554, 11555, 11556, 11557, 11558",9/20/23,12/6/23,7:00:00,19:00:00,60,Wed,"ID Missing, ID Missing",No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,-no preference-,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
413596,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,General Surgery - 3400,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
413598,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,7,8,"11559, 11560, 11561, 11562, 11563, 11564, 11565",9/22/23,12/8/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,5W internal medicine,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
413599,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,8,8,"11566, 11567, 11568, 11569, 11570, 11498, 11571, 11572",9/23/23,12/9/23,7:00:00,19:00:00,60,Sat,"ID Missing, ID Missing",No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,General Medical - 4500,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
413600,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,7,8,"11573, 11574, 11575, 11576, 11577, 11578, 11579",9/23/23,12/9/23,7:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,5E internal medicine,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
415118,Georgia State University - Perimeter College,Emory Long Term Acute Care Hospital,Nursing,Cohort Rotation,5,6,"11580, 11581, 11582, 11583, 11584",1/19/24,3/8/24,7:00:00,19:00:00,96,Fri,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NURS 1930 - Intermediate Concepts of Nursing,LTAC,Archived (Completed),Completed,2024,Spring 2024,Georgia State University,59.16
416474,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"11585, 11586, 11587, 11588, 11589, 11590, 11591, 11592",1/12/24,2/23/24,7:00:00,23:59:00,48,Fri,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 226 - Fundamentals - Patient Care,5E internal medicine,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Georgia,77.66
416475,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"11593, 11594, 11595, 11596, 11597, 11598, 11599, 11600",1/13/24,2/24/24,7:00:00,15:00:00,48,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 226 - Fundamentals - Patient Care,4W renal and urology,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Georgia,77.66
416476,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,3/4/24,4/27/24,7:00:00,19:00:00,48,Fri,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 226 - Fundamentals - Patient Care,5E internal medicine,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Atlanta,72.88
416477,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,3/4/24,4/27/24,7:00:00,19:00:00,48,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 226 - Fundamentals - Patient Care,4W renal and urology,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Atlanta,72.88
416478,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,7,8,"11601, 11602, 11603, 11604, 11605, 11606, 11607",5/10/24,6/28/24,7:00:00,15:00:00,48,Fri,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 226 - Fundamentals - Patient Care,5E internal medicine,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Atlanta,72.88
416479,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"11608, 11609, 11610, 11611, 11612, 11613, 11614, 11615",5/11/24,6/29/24,7:00:00,15:00:00,48,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 226 - Fundamentals - Patient Care,4W renal and urology,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Atlanta,72.88
416480,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,7,8,"11616, 11617, 11618, 11619, 11612, 11620, 11621",9/6/24,10/11/24,7:00:00,15:00:00,48,Fri,ID Missing,No Preceptor Assigned,Fundamentals,NR 226 - Fundamentals - Patient Care,5E internal medicine,Archived (Completed),Completed,2024,Fall 2024,Chamberlain College of Nursing - Atlanta,72.88
416481,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"11622, 11623, 11624, 11625, 11626, 11627, 11628, 11629",9/7/24,10/12/24,7:00:00,15:00:00,48,Sat,ID Missing,No Preceptor Assigned,Fundamentals,NR 226 - Fundamentals - Patient Care,4W renal and urology,Archived (Completed),Completed,2024,Fall 2024,Chamberlain College of Nursing - Atlanta,72.88
416482,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"10885, 10887, 10888, 10889, 10886, 10890, 10891, 10892",1/9/24,2/27/24,7:00:00,19:00:00,96,Tue,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 325 - Adult Health II,3SW GI medicine/bariatrics,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Georgia,77.66
416483,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,7,8,"10905, 10901, 10906, 10902, 10907, 10903, 10904",1/9/24,2/27/24,7:00:00,19:00:00,96,Tue,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 325 - Adult Health II,5W internal medicine,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Georgia,77.66
416484,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"10893, 10894, 11630, 10895, 10897, 10898, 10899, 10900",1/11/24,2/29/24,7:00:00,19:00:00,96,Thu,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 325 - Adult Health II,5W internal medicine,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Georgia,77.66
416485,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"10909, 10910, 10911, 10912, 10913, 10914, 11631, 10920",1/13/24,3/2/24,7:00:00,19:00:00,96,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 325 - Adult Health II,3S GI surgery,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Georgia,77.66
416486,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,7,8,"11632, 11633, 11634, 11635, 11636, 11637, 11638",3/4/24,4/27/24,7:00:00,19:00:00,96,Tue,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 324 - Adult Health I,3SW GI medicine/bariatrics,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Atlanta,72.88
416487,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,3/4/24,4/27/24,7:00:00,19:00:00,96,Tue,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 324 - Adult Health I,5W internal medicine,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Atlanta,72.88
416488,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"11639, 11640, 11641, 11642, 11643, 11644, 11645, 11646",3/4/24,4/27/24,7:00:00,19:00:00,96,Thu,"ID Missing, ID Missing",No Preceptor Assigned,MedSurg - Acute Care,NR 324 - Adult Health I,5W internal medicine,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Atlanta,72.88
416489,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"11585, 11647, 11648, 11597, 10917, 11649, 11596, 11650",3/4/24,4/27/24,7:00:00,19:00:00,96,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 324 - Adult Health I,3S GI surgery,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Atlanta,72.88
416490,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,7,8,"11638, 11632, 11634, 10915, 11635, 11636, 11633",5/7/24,6/25/24,7:00:00,19:00:00,96,Tue,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 325 - Adult Health II,3SW GI medicine/bariatrics,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Atlanta,72.88
416492,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,7,8,"11651, 11652, 11653, 11654, 11655, 11656, 11657",5/7/24,6/25/24,7:00:00,19:00:00,96,Tue,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 325 - Adult Health II,5W internal medicine,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Atlanta,72.88
416493,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,7,8,"11639, 11646, 11642, 11643, 11644, 11645, 11658",5/9/24,6/27/24,7:00:00,19:00:00,96,Thu,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 325 - Adult Health II,5W internal medicine,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Atlanta,72.88
416495,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"11585, 11650, 11647, 11596, 11649, 11597, 10917, 11659",5/11/24,6/29/24,7:00:00,19:00:00,96,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 325 - Adult Health II,3S GI surgery,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Atlanta,72.88
416505,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"10257, 11660, 10093, 10095, 11661, 11662, 10142, 11663",1/10/24,2/28/24,7:00:00,19:00:00,96,Wed,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 446 - Collaborative Health,6E internal medicine,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Georgia,77.66
416510,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"11600, 11664, 11665, 11666, 11667, 11668, 11669, 11670",3/8/24,4/26/24,7:00:00,19:00:00,96,Fri,"ID Missing, ID Missing",No Preceptor Assigned,MedSurg - Acute Care,NR 324 - Adult Health I,3SW GI medicine/bariatrics,Archived (Completed),Completed,2024,Spring 2024,Chamberlain College of Nursing - Atlanta,72.88
416513,Chamberlain College of Nursing - Atlanta,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"10147, 11671, 11672, 11673, 11674, 11675, 11676, 11677",7/8/24,8/31/24,7:00:00,19:00:00,48,Wed,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 452 - Capstone Course,6W pulmonary thoracic,Archived (Completed),Completed,2024,Fall 2024,Chamberlain College of Nursing - Atlanta,72.88
